latitude;longitude;geometry;CÓDIGO OACI;TIPO;NOME;MUNICÍPIO ATENDIDO;UF
-18,215556;-55,464722;Point;SSDV;Aeródromo;Fazenda Santa Maria;Corumbá;MS
-23,495833;-51,320000;Point;SWSA;Aeródromo;Fazenda Santa Maria;Londrina;PR
-13,769444;-49,935278;Point;SWWQ;Aeródromo;Fazenda Santa Maria;Mundo Novo;GO
-15,741667;-57,483333;Point;SWRY;Aeródromo;Fazenda Santa Maria;Porto Estrela;MT
-19,721111;-51,950278;Point;SWXL;Aeródromo;Fazenda Santa Maria ;Inocência;MS
-18,586667;-48,869722;Point;SNGP;Aeródromo;Fazenda Santa Maria ;Tupaciguara;MG
-14,199444;-60,280000;Point;SWTK;Aeródromo;Fazenda Santa Maria do Guaporé;Vila Bela da Santíssima Trindade;MT
-15,816389;-58,553056;Point;SIQW;Aeródromo;Fazenda Santa Maria do Jauru;Porto Esperidião;MT
-17,144444;-56,597778;Point;SJHK;Aeródromo;Fazenda Santa Maria do Porto da Capivara;Barão de Melgaço;MT
-20,847222;-50,788056;Point;SWTG;Aeródromo;Fazenda Santa Marina;Santo Antônio do Aracanguá;SP
-8,868056;-50,479444;Point;SSCU;Aeródromo;Fazenda Santa Marina;Santa Maria das Barreiras;PA
-21,374167;-53,864722;Point;SIFD;Aeródromo;Fazenda Santa Marina II;Campo Grande;MS
-8,716111;-50,455556;Point;SDVJ;Aeródromo;Fazenda Santa Marta;Santa Maria das Barreiras;PA
-16,933333;-54,906944;Point;SWRS;Aeródromo;Fazenda Santa Mônica;Santo Antônio do Leverger;MT
-16,004444;-43,749722;Point;SNJV;Aeródromo;Fazenda Santa Mônica;São João da Ponte;MG
-11,213889;-45,851944;Point;SIUS;Aeródromo;Fazenda Santana;Formosa do Rio Preto;BA
-22,181944;-50,865833;Point;SDRC;Aeródromo;Fazenda Santana;Rancharia;SP
-11,663611;-45,733889;Point;SDFZ;Aeródromo;Fazenda Santana;Riachão das Neves;BA
-20,132500;-56,371111;Point;SJRP;Aeródromo;Fazenda Santângelo Agropecuária;Miranda;MS
-21,993611;-56,239444;Point;SSSA;Aeródromo;Fazenda Sant'Anna do APA;Bela Vista;MS
-21,190556;-57,041667;Point;SWXR;Aeródromo;Fazenda Santa Otília;Porto Murtinho;MS
-13,997778;-60,074167;Point;SSWO;Aeródromo;Fazenda Santa Paula;Comodoro;MT
-20,045278;-54,165278;Point;SNWL;Aeródromo;Fazenda Santarém;Bandeirantes;MS
-17,347778;-53,193056;Point;SWRT;Aeródromo;Fazenda Santa Rita;Santa Rita do Araguaia;GO
-22,943889;-54,106111;Point;SSXV;Aeródromo;Fazenda Santa Rita;Naviraí;MS
-19,006111;-50,952222;Point;SJSM;Aeródromo;Fazenda Santa Rita;Itarumã;GO
-15,438611;-51,598333;Point;SWGW;Aeródromo;Fazenda Santa Rita do Araguaia;Jussara;GO
-14,541111;-50,461944;Point;SSKQ;Aeródromo;Fazenda Santa Rosa;Nova Crixás;GO
-13,993611;-49,756667;Point;SJSR;Aeródromo;Fazenda Santa Rosa;Mara Rosa;GO
-17,064444;-57,764167;Point;SINR;Aeródromo;Fazenda Santa Rosa;Cáceres;MT
-20,941389;-53,435278;Point;SWQS;Aeródromo;Fazenda Santa Rosa;Ribas do Rio Pardo;MS
-7,036389;-50,088333;Point;SNAC;Aeródromo;Fazenda Santa Rosa;Xinguara;PA
-14,388611;-51,380556;Point;SWSV;Aeródromo;Fazenda Santa Silvia;Cocalinho;MT
-18,303611;-57,506944;Point;SIKP;Aeródromo;Fazenda Santa Tereza;Corumbá;MS
-14,034167;-46,982500;Point;SSXZ;Aeródromo;Fazenda Santa Terezinha;Nova Roma;GO
-10,345556;-50,937222;Point;SJYW;Aeródromo;Fazenda Santa Terezinha;Santa Terezinha;MT
-16,674444;-54,266389;Point;SNWK;Aeródromo;Fazenda Santa Terezinha;Pedra Preta;MT
-13,671667;-55,533333;Point;SSDA;Aeródromo;Fazenda Santa Terezinha;Santa Rita do Trivelato;MT
-10,361944;-50,610278;Point;SIWT;Aeródromo;Fazenda Santa Terezinha I;Santa Terezinha;MT
-18,232778;-51,202222;Point;SWXK;Aeródromo;Fazenda Santa Thereza;Aparecida do Rio Doce;GO
-21,881389;-47,775278;Point;SDST;Aeródromo;Fazenda Santa Therezinha da Barra;Descalvado;SP
-21,488056;-52,407222;Point;SIOT;Aeródromo;Fazenda Santa Vergínia;Santa Rita do Pardo;MS
-13,451111;-60,270278;Point;SWEA;Aeródromo;Fazenda Santiago de Compostela ;Comodoro;MT
-0,091667;-49,578333;Point;SISO;Aeródromo;Fazenda Santo Ambrósio;Chaves;PA
-19,736389;-46,377778;Point;SNUK;Aeródromo;Fazenda Santo André;Pratinha;MG
-22,245556;-48,257778;Point;SDAN;Aeródromo;Fazenda Santo Ângelo;Brotas;SP
-12,798333;-46,095833;Point;SJFX;Aeródromo;Fazenda Santo Ângelo;São Desidério;BA
-3,900000;-48,881389;Point;SNIL;Aeródromo;Fazenda Santo Antônio;Goianésia do Pará;PA
-21,275278;-51,283333;Point;SDAS;Aeródromo;Fazenda Santo Antônio;Mirandopólis;SP
-15,616944;-51,814444;Point;SWSD;Aeródromo;Fazenda Santo Antônio;Araguaiana;MT
-16,716944;-46,522500;Point;SNFA;Aeródromo;Fazenda Santo Antônio;Unaí;MG
-21,404722;-53,306944;Point;SNUX;Aeródromo;Fazenda Santo Antônio;Ribas do Rio Pardo;MS
-15,310556;-54,899167;Point;SWOZ;Aeródromo;Fazenda Santo Antônio;Campo Verde;MT
-11,705278;-45,991389;Point;SDQM;Aeródromo;Fazenda Santo Antônio;Barreiras;BA
-11,660278;-43,819167;Point;SDQJ;Aeródromo;Fazenda Santo Antônio da Serra do Boqueirão;Wanderley;BA
-16,011111;-59,925000;Point;SWVF;Aeródromo;Fazenda Santo Antônio do Guaporé;Vila Bela da Santíssima Trindade;MT
-17,491111;-55,228333;Point;SWBX;Aeródromo;Fazenda Santo Antônio do Paraíso;Itiquira;MT
-22,228611;-46,970000;Point;SDCT;Aeródromo;Fazenda Santo Antônio Oriçanga;Estiva Gerbi;SP
-19,199167;-57,011111;Point;SSSH;Aeródromo;Fazenda Santo Inácio;Corumbá;MS
-15,280833;-57,793889;Point;SIRX;Aeródromo;Fazenda Santo Reis;Lambari d'Oeste;MT
-17,550278;-46,979167;Point;SNSR;Aeródromo;Fazenda Santos Reis;Guarda-Mor;MG
-7,406944;-50,068889;Point;SSRM;Aeródromo;Fazenda Santos Reis;Rio Maria;PA
-17,158056;-56,614722;Point;SJIJ;Aeródromo;Fazenda Santri;Barão de Melgaço;MT
-23,861111;-48,236667;Point;SNZG;Aeródromo;Fazenda São Benedito;Capâo Bonito;SP
-21,072778;-55,128333;Point;SJSD;Aeródromo;Fazenda São Bento;Sidrolândia;MS
-22,025278;-57,364722;Point;SWOC;Aeródromo;Fazenda São Bento do Bocajah;Caracol;MS
-9,375278;-35,541667;Point;SIQX;Aeródromo;Fazenda São Braz;Barra de Santo Antônio;AL
-18,087222;-57,131389;Point;SSEV;Aeródromo;Fazenda São Camilo;Corumbá;MS
-10,628056;-45,744167;Point;SDYE;Aeródromo;Fazenda São Diego;Formosa do Rio Preto;BA
-14,063889;-59,866389;Point;SNNO;Aeródromo;Fazenda São Domingos;Comodoro;MT
-17,686944;-53,591111;Point;SDCJ;Aeródromo;Fazenda São Domingos;Alto Araguaia;MT
-9,293056;-61,806389;Point;SWFE;Aeródromo;Fazenda São Félix;Machadinho d'Oeste;RO
-17,502778;-51,595000;Point;SWQC;Aeródromo;Fazenda São Francisco;Rio Verde;GO
-17,860833;-55,784444;Point;SDDD;Aeródromo;Fazenda São Francisco;Corumbá;MS
-18,430278;-50,256389;Point;SJNV;Aeródromo;Fazenda São Francisco;Gouvelândia;GO
-22,920833;-51,351944;Point;SDLV;Aeródromo;Fazenda São Francisco;Florestópolis;PR
-23,475000;-49,543889;Point;SNSF;Aeródromo;Fazenda São Francisco;Fartura;SP
-10,156667;-53,701667;Point;SIUF;Aeródromo;Fazenda São Francisco;Peixoto de Azevedo;MT
-20,567500;-50,230278;Point;SNQP;Aeródromo;Fazenda São Francisco;Magda;SP
-15,223889;-60,216667;Point;SWSF;Aeródromo;Fazenda São Francisco;Vila Bela da Santíssima Trindade;MT
-11,694167;-45,508889;Point;SDDQ;Aeródromo;Fazenda São Francisco;Riachão das Neves;BA
-15,854444;-49,244444;Point;SJFW;Aeródromo;Fazenda São Francisco;São Francisco de Goiás;GO
-21,759722;-48,586111;Point;SDNL;Aeródromo;Fazenda São Francisco do Itaquerê;Nova Europa;SP
-18,964722;-44,271944;Point;SJGB;Aeródromo;Fazenda São Gabriel;Curvelo;MG
-7,490556;-46,144444;Point;SITJ;Aeródromo;Fazenda São Gabriel;Balsas;MA
-9,573611;-49,718333;Point;SJZG;Aeródromo;Fazenda São Geraldo;Caseara;TO
-16,902500;-53,587222;Point;SJOM;Aeródromo;Fazenda São Jerônimo;Alto Garças;MT
-18,053333;-50,386944;Point;SWHS;Aeródromo;Fazenda São João;Maurilândia;GO
-19,257222;-52,896389;Point;SSZG;Aeródromo;Fazenda São João;Água Clara;MS
-20,216667;-49,066667;Point;SDKQ;Aeródromo;Fazenda São João;Guaraci;SP
-18,426944;-46,051944;Point;SNYL;Aeródromo;Fazenda São João;Varjão de MInas;MG
-17,707500;-56,217222;Point;SSJY;Aeródromo;Fazenda São João;Corumbá;MS
-20,556667;-49,288611;Point;SING;Aeródromo;Fazenda São João;Nova Granada;SP
-22,794167;-49,341111;Point;SSZT;Aeródromo;Fazenda São João;Águas de Santa Bárbara;SP
-15,970833;-59,891111;Point;SDDC;Aeródromo;Fazenda São João do Guaporé;Pontes e Lacerda;MT
-14,068889;-60,009167;Point;SNWI;Aeródromo;Fazenda São João do Guaporé;Nova Lacerda;MT
-15,785556;-59,636667;Point;SSPU;Aeródromo;Fazenda São João do Ibiporã;Pontes e Lacerda;MT
-9,018611;-44,591944;Point;SDJG;Aeródromo;Fazenda São João do Pirajá;Currais;PI
-21,491944;-56,487222;Point;SJVR;Aeródromo;Fazenda São Joaquim;Jardim;MS
-22,198611;-51,976389;Point;SDNE;Aeródromo;Fazenda São Joaquim;Marabá Paulista;SP
-19,008889;-50,431389;Point;SIEX;Aeródromo;Fazenda São Joaquim I;Santa Vitória;MG
-20,828333;-51,008056;Point;SDJQ;Aeródromo;Fazenda São Joaquim O.B.;Pereira Barreto;SP
-16,344444;-39,686667;Point;SJSJ;Aeródromo;Fazenda São Jorge;Guaratinga;BA
-21,330833;-56,910833;Point;SDGJ;Aeródromo;Fazenda São José;Porto Murtinho;MS
-15,433611;-54,440833;Point;SWJO;Aeródromo;Fazenda São José;Poxoréo;MT
-16,067500;-58,479722;Point;SIDF;Aeródromo;Fazenda São José;Cáceres;MT
-21,744444;-49,164722;Point;SWDG;Aeródromo;Fazenda São José;Reginópolis;SP
-18,233056;-52,294167;Point;SIYF;Aeródromo;Fazenda São José;Serranópolis;GO
-13,741389;-58,895000;Point;SWSJ;Aeródromo;Fazenda São José;Sapezal;MT
-20,541944;-51,357500;Point;SDTX;Aeródromo;Fazenda São José;Ilha Solteira;SP
-29,948889;-54,147222;Point;SDJZ;Aeródromo;Fazenda São José;São Gabriel;RS
-20,945000;-55,496111;Point;SNSY;Aeródromo;Fazenda São José;Anastácio;MS
-8,513611;-49,384722;Point;SISZ;Aeródromo;Fazenda São José;Couto de Magalhães;TO
-20,573333;-54,716944;Point;SIEF;Aeródromo;Fazenda São José;Campo Grande;MS
-14,576667;-50,705556;Point;SNJG;Aeródromo;Fazenda São José da Lagoa;Nova Crixás;GO
-11,033611;-52,333889;Point;SJHQ;Aeródromo;Fazenda São José das Reunidas;São José do Xingu;MT
-23,784444;-48,338333;Point;SDYB;Aeródromo;Fazenda São José do Bom Retiro;Itapetininga;SP
-18,387500;-48,861667;Point;SNFI;Aeródromo;Fazenda São José do Paranaíba;Tupaciguara;MG
-17,454167;-55,559167;Point;SISJ;Aeródromo;Fazenda São José do Piquiri;Corumbá;MS
-21,425278;-46,754444;Point;SDOB;Aeródromo;Fazenda São José O.B.;Tapiratiba;SP
-13,378056;-50,424444;Point;SJWV;Aeródromo;Fazenda São Judas;São Miguel do Araguaia;GO
-17,718333;-57,001389;Point;SIFW;Aeródromo;Fazenda São Lourenço;Corumbá;MS
-15,706389;-59,241667;Point;SWTW;Aeródromo;Fazenda São Lucas;Pontes e Lacerda;MT
-22,303611;-49,462222;Point;SDKC;Aeródromo;Fazenda São Lucas;Gália;SP
-21,096667;-47,733889;Point;SDJN;Aeródromo;Fazenda São Luiz;Jardinópolis;SP
-17,451944;-47,250000;Point;SWLZ;Aeródromo;Fazenda São Luiz;Paracatu;MG
-18,856667;-54,347500;Point;SWDD;Aeródromo;Fazenda São Luiz do Oeste;São Gabriel do Oeste;MS
-10,199167;-58,490278;Point;SWJF;Aeródromo;Fazenda São Marcelo;Juruena;MT
-23,921667;-48,819722;Point;SDCB;Aeródromo;Fazenda São Marco;Itapeva;SP
-15,405000;-53,342222;Point;SIEN;Aeródromo;Fazenda São Marcos;General Carneiro;MT
-22,296667;-54,941389;Point;SJII;Aeródromo;Fazenda São Marcos;Dourados;MS
-23,561667;-53,797222;Point;SJSU;Aeródromo;Fazenda São Marcus;Vila Alta;PR
-13,917222;-59,983333;Point;SSMZ;Aeródromo;Fazenda São Mateus;Comodoro;MT
-22,966667;-53,543333;Point;SNWH;Aeródromo;Fazenda São Matheus;Querência do Norte;PR
-20,317778;-51,783611;Point;SIUV;Aeródromo;Fazenda São Matheus;Selvíria;MS
-15,972778;-46,710833;Point;SWWE;Aeródromo;Fazenda São Miguel;Unaí;MG
-21,868611;-50,116389;Point;SNTA;Aeródromo;Fazenda São Miguel;Pompéia;SP
-12,610833;-46,246389;Point;SDTV;Aeródromo;Fazenda São Miguel ;São Desidério;BA
-22,087778;-53,520000;Point;SSMC;Aeródromo;Fazenda São Miguel da Catequese;Nova Andradina;MS
-9,864444;-58,229167;Point;SWQT;Aeródromo;Fazenda São Nicolau;Cotriguaçu;MT
-19,025278;-55,926111;Point;SSLB;Aeródromo;Fazenda São Paulino;Corumbá;MS
-22,295556;-53,848889;Point;SSXW;Aeródromo;Fazenda São Paulo;Ivinhema;MS
-18,105278;-53,152500;Point;SSPW;Aeródromo;Fazenda São Paulo;Costa Rica;MS
-22,952778;-54,845278;Point;SDRY;Aeródromo;Fazenda São Paulo;Amambai;MS
-14,976389;-51,335556;Point;SWJK;Aeródromo;Fazenda São Paulo;Britânia;GO
-23,269444;-49,547500;Point;SDEB;Aeródromo;Fazenda São Paulo dos Palmares;Timburi;SP
-21,794722;-53,474444;Point;SDVK;Aeródromo;Fazenda São Pedro;Nova Andradina;MS
-17,067778;-50,845556;Point;SJCP;Aeródromo;Fazenda São Roberto;Paraúna;GO
-19,518333;-55,311944;Point;SJDT;Aeródromo;Fazenda São Roque;Aquidauana;MS
-21,660278;-49,164444;Point;SJAS;Aeródromo;Fazenda São Roque;Reginópolis;SP
-18,039722;-56,005556;Point;SSCW;Aeródromo;Fazenda São Sebastião;Corumbá;MS
-13,329167;-58,041944;Point;SDWJ;Aeródromo;Fazenda São Sebastião;Campo Novo do Parecis;MT
-18,145278;-51,273889;Point;SISD;Aeródromo;Fazenda São Sebastião;Aparecida do Rio Doce;GO
-21,019444;-56,276111;Point;SNWB;Aeródromo;Fazenda São Sebastião;Bonito;MS
-20,179167;-54,051667;Point;SWNL;Aeródromo;Fazenda São Sebastião;Ribas do Rio Pardo;MS
-19,636667;-48,788611;Point;SIRS;Aeródromo;Fazenda São Sebastião;Campo Florido;MG
-19,995833;-47,523889;Point;SDSB;Aeródromo;Fazenda São Sebastião;Rifaina;SP
-18,577222;-57,511111;Point;SIJO;Aeródromo;Fazenda São Sebastião do Jatobazinho;Corumbá;MS
-14,974167;-59,314444;Point;SWSN;Aeródromo;Fazenda São Valentim;Pontes e Lacerda;MT
-19,310556;-48,343056;Point;SJHS;Aeródromo;Fazenda São Vicente;Uberlândia;MG
-15,720556;-42,406944;Point;SJJQ;Aeródromo;Fazendas Apóstolo Simão Coffee;Rio Pardo de Minas;MG
-14,788333;-59,346111;Point;SIKQ;Aeródromo;Fazenda Sararé;Conquista D`Oeste;MT
-14,143333;-51,015000;Point;SWCN;Aeródromo;Fazenda Saudade;Cocalinho;MT
-14,698611;-45,831111;Point;SSVM;Aeródromo;Fazenda Savannah;Cocos;BA
-8,334167;-65,707500;Point;SDDS;Aeródromo;Fazenda Scheffer;Lábrea;AM
-21,099444;-57,715833;Point;SIMG;Aeródromo;Fazenda Seis Palmas;Porto Murtinho;MS
-17,652778;-42,265278;Point;SSQO;Aeródromo;Fazenda Sequóia;Setubinha;MG
-21,693333;-56,562500;Point;SSGM;Aeródromo;Fazenda Seriema;Bela Vista;MS
-13,833611;-38,989167;Point;SSDM;Aeródromo;Fazenda Serinhaém;Ituberá;BA
-14,668056;-54,568889;Point;SWRR;Aeródromo;Fazenda Serra Azul;Planalto da Serra;MT
-11,935556;-40,049722;Point;SJCQ;Aeródromo;Fazenda Serra Azul;Baixa Grande;BA
-17,698056;-44,348056;Point;SSVU;Aeródromo;Fazenda Serra do Cabral;Francisco Dumont;MG
-13,104444;-48,381944;Point;SDJX;Aeródromo;Fazenda Serra Dourada;Palmeirópolis;TO
-18,545000;-54,459444;Point;SITV;Aeródromo;Fazenda Serra Dourada;Coxim;MS
-6,068889;-49,840000;Point;SNQE;Aeródromo;Fazenda Serra Grande;Parauapebas;PA
-13,930833;-46,231111;Point;SJCC;Aeródromo;Fazenda Serrana;Correntina;BA
-19,785556;-56,473889;Point;SIFA;Aeródromo;Fazenda Sete;Aquidauana;MS
-13,881111;-52,400000;Point;SWTD;Aeródromo;Fazenda Sete de Setembro;Água Boa;MT
-12,640278;-51,930556;Point;SWRC;Aeródromo;Fazenda Sevilha;Ribeirão Cascalheira;MT
-22,295556;-49,212222;Point;SDSH;Aeródromo;Fazenda Shangri-lá;Bauru;SP
-10,282500;-56,469167;Point;SIYP;Aeródromo;Fazenda Shangri-lá;Alta Floresta;MT
-5,722222;-45,791389;Point;SDOE;Aeródromo;Fazenda Sibéria;Grajaú;MA
-22,523611;-53,499444;Point;SSSY;Aeródromo;Fazenda Silvana;Nova Andradina;MS
-13,604444;-59,317222;Point;SWSG;Aeródromo;Fazenda Simarelli;Campos de Júlio;MT
-13,561389;-59,266111;Point;SJKJ;Aeródromo;Fazenda Siriema;Campos de Júlio;MT
-15,848056;-55,838611;Point;SIML;Aeródromo;Fazenda Siriema;Santo Antônio do Leverger;MT
2,919167;-60,512778;Point;SWTH;Aeródromo;Fazenda Smith;Bonfim;RR
-5,455833;-46,062500;Point;SIHB;Aeródromo;Fazenda Soberana;Grajaú;MA
-2,119722;-48,645833;Point;SNYV;Aeródromo;Fazenda Sococo;Moju;PA
-12,295278;-55,536944;Point;SDBD;Aeródromo;Fazenda Sodema;Vera;MT
-18,996667;-55,133056;Point;SDXW;Aeródromo;Fazenda Sombra da Serra;Rio Verde de Mato Grosso;MS
-20,474722;-50,143056;Point;SDLR;Aeródromo;Fazenda Sonho Dourado;Valentim Gentil;SP
-17,630556;-54,769444;Point;SSUA;Aeródromo;Fazenda Sonora Estância;Sonora;MS
-16,164722;-50,138611;Point;SJFO;Aeródromo;Fazenda Sorriso;Mossâmedes;GO
-17,456667;-48,215278;Point;SIYK;Aeródromo;Fazenda Sorriso Metálico;Urutaí;GO
-21,457222;-55,421111;Point;SWQG;Aeródromo;Fazenda Sossego;Maracaju;MS
-22,351667;-52,674167;Point;SSHQ;Aeródromo;Fazenda Sossego;Rosana;SP
-12,921111;-45,569444;Point;SNDQ;Aeródromo;Fazenda Soya;São Desidério;BA
-23,190278;-55,286667;Point;SIWB;Aeródromo;Fazenda Sperafico;Amambai;MS
-17,750833;-51,156111;Point;SIMR;Aeródromo;Fazendas Reunidas;Rio Verde;GO
-18,807778;-52,600278;Point;SSLW;Aeródromo;Fazendas Reunidas Schlatter;Chapadão do Sul;MS
-9,190556;-61,770556;Point;SDUS;Aeródromo;Fazenda Sucuri;Machadinho d'Oeste;RO
-21,695556;-54,768611;Point;SSVS;Aeródromo;Fazenda Sucuri;Rio Brilhante;MS
-21,542500;-53,343056;Point;SWRM;Aeródromo;Fazenda Sumaré;Ribas do Rio Pardo;MS
-14,813333;-53,124167;Point;SDZX;Aeródromo;Fazenda Suri;Campinápolis;MT
-22,794167;-49,270278;Point;SILL;Aeródromo;Fazenda Tabaroa;Águas de Santa Bárbara;SP
-13,140000;-57,576667;Point;SDTH;Aeródromo;Fazenda Tamanduá;Brasnorte;MT
-21,595833;-50,835278;Point;SDDI;Aeródromo;Fazenda Tamara;Salmourão;SP
-15,062222;-59,374167;Point;SWZE;Aeródromo;Fazenda Tamboril;Pontes e Lacerda;MT
-20,898611;-55,710000;Point;SDQN;Aeródromo;Fazenda Tangará;Nioaque;MS
-12,726944;-52,384167;Point;SNGV;Aeródromo;Fazenda Tanguru;Querência;MT
-10,703333;-55,936667;Point;SWUE;Aeródromo;Fazenda Tapayuna;Nova Canaã do Norte;MT
-23,220000;-49,075278;Point;SDTE;Aeródromo;Fazenda Tapijara;Arandu;SP
-10,542222;-50,560000;Point;SJZE;Aeródromo;Fazenda Tapiraguaia;Santa Terezinha;MT
-10,028889;-56,738333;Point;SJJK;Aeródromo;Fazenda Taquaral;Alta Floresta;MT
-10,338611;-55,965556;Point;SWHZ;Aeródromo;Fazenda Taquaruçu Retiro;Carlinda;MT
-13,312500;-60,293333;Point;SWXZ;Aeródromo;Fazenda Taquarussu;Comodoro;MT
-17,015833;-54,349722;Point;SWIL;Aeródromo;Fazenda Tarumã;Pedra Preta;MT
-16,984722;-39,158889;Point;SIAJ;Aeródromo;Fazenda Tauá;Prado;BA
-13,305833;-56,573056;Point;SIEQ;Aeródromo;Fazenda Tauá;Nova Mutum;MT
-22,360833;-55,757778;Point;SITF;Aeródromo;Fazenda Tereré;Antônio João;MS
-2,865000;-50,992778;Point;SJQQ;Aeródromo;Fazenda Terra Alta;Portel;PA
-15,376389;-57,129722;Point;SIQS;Aeródromo;Fazenda Terra do Sol;Porto Estrela;MT
-18,266389;-54,778611;Point;SSYW;Aeródromo;Fazenda Terra Forte;Coxim;MS
-25,516667;-49,700000;Point;SDUE;Aeródromo;Fazenda Thália;Balsa Nova;PR
-12,515833;-46,144167;Point;SNTV;Aeródromo;Fazenda Timbaúba;Luís Eduardo Magalhães;BA
-12,525000;-46,197222;Point;SJTR;Aeródromo;Fazenda Timbaúba I;Aurora do Tocantins;TO
-15,278611;-51,413611;Point;SWFF;Aeródromo;Fazenda Toca da Onça;Jussara;GO
-13,073611;-55,375833;Point;SIZD;Aeródromo;Fazenda Toledo;Sorriso;MT
-13,098056;-55,383333;Point;SSTU;Aeródromo;Fazenda Toledo I;Sorriso;MT
-3,454722;-47,528611;Point;SIJS;Aeródromo;Fazenda Tonga;Paragominas;PA
-14,967222;-43,314722;Point;SISU;Aeródromo;Fazenda Topázio Imperial;Gameleiras;MG
-22,596944;-42,025000;Point;SSTY;Aeródromo;Fazenda Tosana;Cabo Frio;RJ
-23,014167;-53,787500;Point;SITB;Aeródromo;Fazenda Touro Branco;Naviraí;MS
-21,080556;-57,506667;Point;SDUF;Aeródromo;Fazenda Touro Peru;Porto Murtinho;MS
-16,144444;-60,120278;Point;SIFT;Aeródromo;Fazenda Travessão;Vila Bela da Santíssima Trindade;MT
-20,937778;-48,173333;Point;SSVY;Aeródromo;Fazenda Três Barras;Pitangueiras;SP
-18,959167;-51,110000;Point;SJBZ;Aeródromo;Fazenda Três Barras;Itarumã;GO
-16,682500;-52,252778;Point;SWQL;Aeródromo;Fazenda Três Companheiros;Doverlândia;GO
-10,080833;-51,888889;Point;SNLF;Aeródromo;Fazenda Três Flechas;Vila Rica;MT
-20,227778;-50,968333;Point;SILT;Aeródromo;Fazenda Três Irmãos;Santa Fé do Sul;SP
-19,495000;-53,040556;Point;SJTE;Aeródromo;Fazenda Três Marias;Água Clara;MS
-23,493889;-53,802500;Point;SILY;Aeródromo;Fazenda Três Marias;Vila Alta;PR
-15,071389;-51,392778;Point;SWOO;Aeródromo;Fazenda Três Marias do Água Limpa;Britânia;GO
-23,672778;-52,010000;Point;SSMP;Aeródromo;Fazenda Três Minas;Itambé;PR
-12,081667;-61,642778;Point;SJNK;Aeródromo;Fazenda Três Perobas;Santa Luzia d'Oeste;RO
-16,118333;-51,673611;Point;SWIM;Aeródromo;Fazenda Três Ranchos;Montes Claros de Goiás;GO
-24,051667;-54,006667;Point;SSJZ;Aeródromo;Fazenda Três Unidos;Terra Roxa;PR
-13,581944;-49,820556;Point;SIQR;Aeródromo;Fazenda Triângulo;Bonópolis;GO
-12,448889;-45,679444;Point;SWXF;Aeródromo;Fazenda Triflora;São Desidério;BA
-14,795278;-46,005000;Point;SDZI;Aeródromo;Fazenda Trijunção;Jaborandi;BA
-9,176389;-63,677500;Point;SJTN;Aeródromo;Fazenda Triunfo;Candeias do Jamari;RO
-10,093056;-57,726944;Point;SJFT;Aeródromo;Fazenda Triunfo do Rio Turvo;Nova Bandeirantes;MT
-12,886111;-61,298333;Point;SWXC;Aeródromo;Fazenda Tropical;Corumbiara;RO
-13,582778;-57,559444;Point;SJTU;Aeródromo;Fazenda Tucano;Campo Novo do Parecis;MT
-13,632500;-45,799167;Point;SJWT;Aeródromo;Fazenda Tucumã;Correntina;BA
-13,465278;-58,866389;Point;SWTU;Aeródromo;Fazenda Tucunaré;Sapezal;MT
-23,341111;-54,568889;Point;SSYL;Aeródromo;Fazenda Tuju Puitan;Iguatemi;MS
-19,474444;-56,377222;Point;SSKB;Aeródromo;Fazenda Tupanciretã;Aquidauana;MS
-13,455000;-58,589444;Point;SIJM;Aeródromo;Fazenda Tupancy;Sapezal;MT
-15,155556;-59,310278;Point;SDPR;Aeródromo;Fazenda Turazzi;Pontes e Lacerda;MT
-21,982222;-50,972222;Point;SNOW;Aeródromo;Fazenda Turmalina;Rancharia;SP
-17,275278;-57,896667;Point;SIUB;Aeródromo;Fazenda Uberaba;Cáceres;MT
-23,650000;-53,830278;Point;SIIS;Aeródromo;Fazenda Uberaba;Vila Alta;PR
-12,133611;-54,200556;Point;SWUU;Aeródromo;Fazenda Uirapuru;Feliz Natal;MT
-6,856944;-48,440000;Point;SJUI;Aeródromo;Fazenda Uirapuru ;Araguanã;TO
-19,292500;-52,060833;Point;SWUN;Aeródromo;Fazenda União;Inocência;MS
-8,993889;-51,212778;Point;SJBC;Aeródromo;Fazenda União;Cumaru do Norte;PA
-22,644167;-54,097500;Point;SJDE;Aeródromo;Fazenda União;Jateí;MS
-20,911944;-57,232778;Point;SDHR;Aeródromo;Fazenda União;Porto Murtinho;MS
-20,531667;-51,091667;Point;SIXA;Aeródromo;Fazenda União Suzanápolis;Suzanápolis;SP
-3,523056;-53,396389;Point;SJQX;Aeródromo;Fazenda Uruará;Uruará;PA
-17,301389;-56,498056;Point;SNPG;Aeródromo;Fazenda Uval;Corumbá;MS
-9,524444;-56,239722;Point;SWVH;Aeródromo;Fazenda Vaca Branca;Alta Floresta;MT
-23,067222;-53,820000;Point;SSJB;Aeródromo;Fazenda Vaca Branca;Naviraí;MS
-22,225556;-57,154722;Point;SJZL;Aeródromo;Fazenda Vaca Mocha;Caracol;MS
-11,670833;-52,094722;Point;SIVY;Aeródromo;Fazenda Vale do Boi II;São Félix do Araguaia;MT
-13,036944;-55,326111;Point;SWVK;Aeródromo;Fazenda Vale do Rio Celeste;Nova Ubiratã;MT
-16,791944;-51,445556;Point;SWAV;Aeródromo;Fazenda Vale dos Sonhos;Palestina de Goiás;GO
