latitude;longitude;geometry;CÓDIGO OACI;TIPO;NOME;MUNICÍPIO ATENDIDO;UF
-5,583611;-47,428056;Point;SIME;Aeródromo;Comandante Carlos Inácio Agnes;Davinópolis;MA
-14,645556;-57,502778;Point;SDVI;Aeródromo;Comandante Gastão;Tangará da Serra;MT
-13,196667;-43,635556;Point;SSML;Aeródromo;Comandante Jorge Mello;Bom Jesus da Lapa;BA
-12,005556;-41,304444;Point;SIUW;Aeródromo;Comandante Milton Tosto;Bonito;BA
-15,245000;-54,490278;Point;SIDW;Aeródromo;Comandante Tonho Dondê;Primavera do Leste;MT
-21,531667;-47,046944;Point;SJCA;Aeródromo;Comandante Vittório Bonomi;Mococa;SP
-16,671667;-48,010278;Point;SJGL;Aeródromo;Comandante Zequinha / Grand Lake;Luziânia;GO
-8,406389;-45,441389;Point;SJRI;Aeródromo;Condomínio Boa Esperança;Ribeiro Gonçalves;PI
-20,340278;-54,590278;Point;SSQQ;Aeródromo;Condomínio CLC;Campo Grande;MS
-29,044722;-51,143333;Point;SIFQ;Aeródromo;Condomínio Menega;Flores da Cunha;RS
-10,633611;-51,567222;Point;SJHG;Aeródromo;Confresa;Confresa;MT
-22,383889;-52,108056;Point;SNKP;Aeródromo;Conquista do Pontal;Mirante do Paranapanema;SP
4,171667;-60,543611;Point;SJKT;Aeródromo;Contão;Pacaraima;RR
-16,014444;-47,558056;Point;SSWB;Aeródromo;COOPADF;Brasília;DF
-24,308889;-53,842222;Point;SSKP;Aeródromo;Copacel;Palotina;PR
-11,835000;-49,712222;Point;SJLZ;Aeródromo;Coperjava;Formoso do Araguaia;TO
-7,844444;-34,891389;Point;SIFC;Aeródromo;Coroa do Avião;Igarassu;PE
-2,523611;-44,124167;Point;SNOZ;Aeródromo;Coronel Alexandre Raposo;Paço do Lumiar;MA
-18,407778;-52,630000;Point;SJNX;Aeródromo;Cosmos Aviação Agrícola;Chapadão do Céu;GO
-12,489722;-38,023611;Point;SNME;Aeródromo;Costa dos Coqueiros;Mata de São João;BA
-27,166389;-48,622500;Point;SDEN;Aeródromo;Costa Esmeralda;Porto Belo;SC
-8,116944;-57,117222;Point;SNKH;Aeródromo;Creputiá;Jacareacanga;PA
-22,182222;-50,493056;Point;SSXT;Aeródromo;Cristal;Borá;SP
1,120556;-66,841667;Point;SWKU;Aeródromo;Cucuí;São Gabriel da Cachoeira;AM
4,813889;-60,473611;Point;SJKU;Aeródromo;Cumaipá;Uiramutã;RR
4,470278;-60,778056;Point;SJKV;Aeródromo;Cumanã 1;Pacaraima;RR
4,426944;-60,823889;Point;SJKW;Aeródromo;Cumanã 2;Pacaraima;RR
-7,564444;-57,742222;Point;SNQW;Aeródromo;Cururu;Jacareacanga;PA
4,170000;-59,748611;Point;SJKX;Aeródromo;Cutia;Uiramutã;RR
-3,154444;-41,868056;Point;SJXE;Aeródromo;Deputado Moraes Souza;Buriti dos Lopes;PI
-11,425278;-52,218889;Point;SNDP;Aeródromo;Derso Portilho Vieira;São Félix do Araguaia;MT
-17,485000;-40,157778;Point;SJNQ;Aeródromo;Destilaria Medasa;Caravelas;BA
-8,778889;-35,785000;Point;SJZC;Aeródromo;Destilaria São Luiz;Maraial;PE
-18,220556;-45,991111;Point;SNYS;Aeródromo;Destilaria WD;João Pinheiro;MG
-16,441111;-49,199722;Point;SWDT;Aeródromo;Dezoito;Nerópolis;GO
-3,927222;-38,500556;Point;SJDS;Aeródromo;Dias Branco;Eusébio;CE
-0,833333;-52,502500;Point;SILJ;Aeródromo;Do Gaúcho;Laranjal do Jari;AP
-7,564444;-62,814444;Point;SILV;Aeródromo;Dois Rios;Humaitá;AM
-22,745278;-49,290833;Point;SICI;Aeródromo;Domélia;Agudos;SP
-5,080278;-42,872778;Point;SNDR;Aeródromo;Domingos Rego;Timon;MA
-10,606389;-48,348611;Point;SJQZ;Aeródromo;Dona Iracema;Porto Nacional;TO
-25,417222;-49,515278;Point;SJWL;Aeródromo;Doutor Mauro de Souza Castro;Campo Largo;PR
-21,780278;-43,280278;Point;SIDV;Aeródromo;Doutor Saulo Villela;Juiz de Fora;MG
-5,340556;-57,763889;Point;SSLH;Aeródromo;Doze de Outubro;Maués;AM
-4,268889;-43,000556;Point;SIDB;Aeródromo;Dr. Almir Lopes de Oliveira Melo;Coelho Neto;MA
-21,912222;-47,823611;Point;SSWH;Aeródromo;Dr. Emílio Fehr;São Carlos;SP
-20,433056;-48,224444;Point;SIII;Aeródromo;Dr. Heráclito da Motta Luiz;Guaíra;SP
-14,134444;-59,819444;Point;SJOO;Aeródromo;Dr. João Osmar de Oliveira;Comodoro;MT
-22,194722;-47,861944;Point;SDJA;Aeródromo;Dr. José de Arruda Botelho;Itirapina;SP
-30,749722;-51,535000;Point;SDHX;Aeródromo;D'Tapes;Tapes;RS
0,801389;-61,660556;Point;SIRR;Aeródromo;Ecotur Univini Park;Caracaraí;RR
-22,440278;-47,700833;Point;SDED;Aeródromo;Edra Aeronáutica;Ipeúna;SP
-30,073056;-51,408611;Point;SSMK;Aeródromo;EL Dorado;Eldorado do Sul;RS
-11,900833;-61,230556;Point;SIEL;Aeródromo;Eletro Primavera Ltda;Pimenta Bueno;RO
-22,361111;-51,101389;Point;SIIG;Aeródromo;Elisa Camargo de Arruda Botelho;Rancharia;SP
-25,539444;-49,600000;Point;SIJR;Aeródromo;Ely Rego;Balsa Nova;PR
-14,750000;-56,352778;Point;SWVZ;Aeródromo;Emal - Empresa de Mineração Aripuanã Ltda;Nobres;MT
-14,618889;-54,003333;Point;SWEM;Aeródromo;Emal - Empresa de Mineração Aripuanã Ltda;Primavera do Leste;MT
-21,764444;-48,404722;Point;SBGP;Aeródromo;EMBRAER - Unidade Gavião Peixoto;Gavião Peixoto;SP
-28,066944;-53,877778;Point;SNAN;Aeródromo;Empresa Agrícola Chiapeta;Chiapeta;RS
-13,307778;-40,882778;Point;SJIR;Aeródromo;Engenheiro Joaquim Martins;Iramaia;BA
-25,566111;-51,496667;Point;SNNM;Aeródromo;Entre Rios;Guarapuava;PR
3,763333;-62,409444;Point;SWAQ;Aeródromo;Érico;Amajari;RR
-14,435556;-55,609444;Point;SSPE;Aeródromo;Essência Retiro do Rio Cuiabá;Nobres;MT
-22,658889;-54,822222;Point;SIQH;Aeródromo;Estância Ayrton Senna;Caarapó;MS
-19,966111;-56,310833;Point;SSEX;Aeródromo;Estância Caiman;Miranda;MS
-9,891944;-56,129444;Point;SJVM;Aeródromo;Estância Califórnia;Alta Floresta;MT
-20,761944;-47,861944;Point;SDES;Aeródromo;Estância Colorado;Sales Oliveira;SP
-15,902500;-52,098611;Point;SWEC;Aeródromo;Estância das Cascatas;Aragarças;GO
-20,160556;-57,158056;Point;SJEG;Aeródromo;Estância Esmeralda;Corumbá;MS
-25,461667;-54,597222;Point;SSFE;Aeródromo;Estância Hércules;Foz do Iguaçu;PR
-22,101111;-51,451667;Point;SDEM;Aeródromo;Estância Machado;Álvares Machado;SP
-19,900833;-56,439444;Point;SSNA;Aeródromo;Estância Miranda;Miranda;MS
-21,914444;-57,143889;Point;SIGW;Aeródromo;Estância Miranda;Caracol;MS
-12,800833;-50,628056;Point;SJQP;Aeródromo;Estância Rebog;Cocalinho;MT
-9,937500;-56,087222;Point;SWEN;Aeródromo;Estância Recanto;Alta Floresta;MT
-21,008889;-57,348056;Point;SIAD;Aeródromo;Estância Regina;Porto Murtinho;MS
-21,856944;-52,186111;Point;SWHR;Aeródromo;Estância Rio Paraná;Presidente Epitácio;SP
-8,904167;-56,924722;Point;SDXC;Aeródromo;Estância Santa Maria;Jacareacanga;PA
-15,679444;-55,955556;Point;SJCY;Aeródromo;Estância Santa Rita;Cuiabá;MT
4,449722;-60,439167;Point;SJKZ;Aeródromo;Estevão;Uiramutã;RR
-6,989167;-39,844167;Point;SJEV;Aeródromo;Evanderto Almeida;Assaré;CE
-22,361389;-54,551389;Point;SSXF;Aeródromo;Fátima do Sul;Fátima do Sul;MS
-21,808889;-49,971111;Point;SNRN;Aeródromo;Fazenda 20 de Maio;Getulina;SP
-21,673611;-54,035833;Point;SJXW;Aeródromo;Fazenda 3M;Nova Alvorada do Sul;MS
-9,243056;-49,668333;Point;SWUX;Aeródromo;Fazenda 4 Amigos;Abreulândia;TO
-21,295278;-54,480000;Point;SWIZ;Aeródromo;Fazenda 7 Reis;Nova Alvorada do Sul;MS
-15,373889;-46,331111;Point;SJUA;Aeródromo;Fazenda ABC;Buritis;MG
-12,965000;-45,976111;Point;SNEK;Aeródromo;Fazenda Acalanto;São Desidério;BA
-15,076667;-51,157778;Point;SJUS;Aeródromo;Fazenda Acará;Britânia;GO
-23,001111;-54,699444;Point;SSFD;Aeródromo;Fazenda Acarajá;Amambai;MS
-16,834444;-53,835278;Point;SWYW;Aeródromo;Fazenda Adriana;Alto Garças;MT
-27,016389;-48,855278;Point;SWJA;Aeródromo;Fazenda Aero - Amil;Brusque;SC
-15,685833;-52,266667;Point;SWWL;Aeródromo;Fazenda Agrocentro;Barra do Garças;MT
-13,662500;-56,482778;Point;SJGN;Aeródromo;Fazenda Agromar;São José do Rio Claro;MT
-4,322222;-46,228333;Point;SNHW;Aeródromo;Fazenda Agro-Maratá;Santa Luzia;MA
-11,947222;-45,725278;Point;SJVW;Aeródromo;Fazenda Agronol;Luís Eduardo Magalhães;BA
-16,123056;-52,484722;Point;SIWF;Aeródromo;Fazenda Agronova;Torixoreu;MT
-23,598889;-55,142500;Point;SNOQ;Aeródromo;Fazenda Agropecuária Crioulo;Tacuru;MS
-7,622500;-56,068333;Point;SWYJ;Aeródromo;Fazenda Agropecuária FR Ltda;Novo Progresso;PA
-23,641389;-49,150833;Point;SWAM;Aeródromo;Fazenda Agropecuária Gomes;Taquarituba;SP
-17,124722;-45,604722;Point;SWSH;Aeródromo;Fazenda Agropecuária Nossa Senhora Aparecida;João Pinheiro;MG
-12,441389;-56,906944;Point;SDOL;Aeródromo;Fazenda Agropesp;Tapurah;MT
-11,663333;-52,850000;Point;SWEH;Aeródromo;Fazenda Agroplan;Querência;MT
-11,522222;-52,401389;Point;SDKX;Aeródromo;Fazenda Agrovás;São Félix do Araguaia;MT
-11,873333;-56,276667;Point;SDAR;Aeródromo;Fazenda Agrovera;Porto dos Gaúchos;MT
-5,947778;-56,554722;Point;SNYR;Aeródromo;Fazenda Água Azul;Itaituba;PA
-20,861944;-55,643611;Point;SIKO;Aeródromo;Fazenda Água Boa;Anastácio;MS
-22,654722;-48,150000;Point;SSYQ;Aeródromo;Fazenda Água das Pedras;Anhembi;SP
-14,050833;-45,593333;Point;SWIJ;Aeródromo;Fazenda Água Doce;Jaborandi;BA
-22,030000;-57,902500;Point;SIOO;Aeródromo;Fazenda Água Doce do Pantanal;Porto Murtinho;MS
-21,030278;-50,925833;Point;SNPN;Aeródromo;Fazenda Água Fria;Lavínia;SP
-7,015278;-49,366111;Point;SDOX;Aeródromo;Fazenda Água Fria;Xinguara;PA
-14,754444;-50,377500;Point;SWDY;Aeródromo;Fazenda Água Fria;Crixás;GO
-12,398889;-50,054722;Point;SWGU;Aeródromo;Fazenda Água Fria;Sandolândia;TO
-13,407222;-54,751944;Point;SWKG;Aeródromo;Fazenda Água Limpa;Nova Ubiratã;MT
-9,970278;-67,486667;Point;SDNQ;Aeródromo;Fazenda Água Limpa;Rio Branco;AC
-14,138056;-51,466389;Point;SIPG;Aeródromo;Fazenda Água Preta;Cocalinho;MT
-19,365000;-47,358889;Point;SSZK;Aeródromo;Fazenda Água Santa;Perdizes;MG
-3,326667;-46,776667;Point;SNAD;Aeródromo;Fazenda Águia Branca;Centro Novo do Maranhão;MA
-22,787222;-54,591667;Point;SJSA;Aeródromo;Fazenda Aimoré;Juti;MS
-12,168611;-45,816944;Point;SSTK;Aeródromo;Fazenda Albatroz II;Luís Eduardo Magalhães;BA
-21,923333;-53,940000;Point;SDQA;Aeródromo;Fazenda Aldebaran;Angélica;MS
-18,216389;-55,158889;Point;SSLK;Aeródromo;Fazenda Aldeia;Coxim;MS
-20,064722;-55,701667;Point;SSQU;Aeródromo;Fazenda Alegrete - Retiro Carandá;Aquidauana;MS
-10,598056;-52,555833;Point;SJOX;Aeródromo;Fazenda Alegria;São José do Xingu;MT
-23,110556;-54,558056;Point;SIKA;Aeródromo;Fazenda Alegria II;Amambai;MS
-15,292500;-58,314444;Point;SWYH;Aeródromo;Fazenda Aliança;Araputanga;MT
-7,627500;-45,684167;Point;SDSI;Aeródromo;Fazenda Alice;Sambaíba;MA
-17,845000;-54,768889;Point;SDNZ;Aeródromo;Fazenda Alto do Piquiri;Sonora;MS
-14,681111;-45,985556;Point;SJBU;Aeródromo;Fazenda Alto Jaborandir;Jaborandi;BA
-7,317500;-48,762778;Point;SNHC;Aeródromo;Fazenda Alvorada;Araguaína;TO
-10,391944;-48,679444;Point;SWFQ;Aeródromo;Fazenda Alvorada;Porto Nacional;TO
-10,706667;-52,654444;Point;SWAI;Aeródromo;Fazenda Alvorada I;São José do Xingu;MT
-11,882222;-58,633889;Point;SWLA;Aeródromo;Fazenda Amália;Juína;MT
-21,445000;-47,371944;Point;SDFH;Aeródromo;Fazenda Amália;Santa Rosa de Viterbo;SP
-13,800833;-50,490278;Point;SIWR;Aeródromo;Fazenda Amazonas;Nova Crixás;GO
-11,541389;-56,520833;Point;SWZM;Aeródromo;Fazenda América ;Porto dos Gaúchos;MT
-12,628056;-55,945000;Point;SIQY;Aeródromo;Fazenda Amizade;Sorriso;MT
-21,690833;-57,474167;Point;SSAV;Aeródromo;Fazenda Amonguijá;Porto Murtinho;MS
-21,701944;-57,740278;Point;SDWU;Aeródromo;Fazenda Anahí;Porto Murtinho;MS
-15,412500;-58,829167;Point;SWLX;Aeródromo;Fazenda Analice;Jauru;MT
-19,831667;-54,829444;Point;SJHT;Aeródromo;Fazenda ANB;Corguinho;MS
-13,781944;-49,088611;Point;SDRD;Aeródromo;Fazenda Andorinha;Estrela do Norte;GO
-19,376389;-57,452778;Point;SSJO;Aeródromo;Fazenda Angico;Corumbá;MS
-20,927500;-50,743056;Point;SDGY;Aeródromo;Fazenda Anhangaí;Araçatuba;SP
-14,641667;-59,450000;Point;SWYM;Aeródromo;Fazenda Anhanguera;Conquista D`Oeste;MT
-22,122500;-52,197778;Point;SDZU;Aeródromo;Fazenda Anhumas;Marabá Paulista;SP
-22,042500;-52,291389;Point;SIEC;Aeródromo;Fazenda Anhumas II;Presidente Epitácio;SP
-22,082222;-54,201111;Point;SJIS;Aeródromo;Fazenda Annalu;Deodápolis;MS
-21,498056;-50,101111;Point;SNAF;Aeródromo;Fazenda Aparecida;Penápolis;SP
-14,531389;-50,408611;Point;SJCL;Aeródromo;Fazenda Araçatuba;Nova Crixás;GO
-22,090000;-52,675000;Point;SJGZ;Aeródromo;Fazenda Araçatuba;Anaurilândia;MS
-13,342500;-53,954722;Point;SJAA;Aeródromo;Fazenda Araguari;Gaúcha do Norte;MT
-15,046111;-58,729167;Point;SWTN;Aeródromo;Fazenda Arapucel;Araputanga;MT
-13,907778;-60,320833;Point;SSHE;Aeródromo;Fazenda Araras;Comodoro;MT
-19,629722;-55,251944;Point;SIAO;Aeródromo;Fazenda Araras;Corguinho;MS
-17,582778;-54,640833;Point;SSBK;Aeródromo;Fazenda Araruna;Sonora;MS
-4,151389;-50,145000;Point;SNRR;Aeródromo;Fazenda Arataú;Novo Repartimento;PA
-16,938333;-53,578333;Point;SIBA;Aeródromo;FAZENDA ARCO ÍRIS;Alto Garças;MT
-11,790556;-58,456111;Point;SIJU;Aeródromo;Fazenda Areia Branca;Juína;MT
-11,183611;-45,947222;Point;SSBA;Aeródromo;Fazenda Arizona;Formosa do Rio Preto;BA
-8,948056;-50,513056;Point;SIDJ;Aeródromo;Fazenda Arpa;Santa Maria das Barreiras;PA
-14,351389;-56,713611;Point;SWRZ;Aeródromo;Fazenda Arrossensal;Nortelândia;MT
-13,081111;-51,587778;Point;SWAR;Aeródromo;Fazenda Aruanã;Ribeirão Cascalheira;MT
-21,523333;-56,611667;Point;SSXU;Aeródromo;Fazenda Aurora;Jardim;MS
-12,704722;-46,158889;Point;SWRH;Aeródromo;Fazenda Aurora;São Desidério;BA
-21,974167;-54,147778;Point;SJPL;Aeródromo;Fazenda Austrália;Deodápolis;MS
-21,189444;-49,936944;Point;SDWH;Aeródromo;Fazenda Avanhandava;José Bonifácio;SP
-9,525000;-49,886667;Point;SJBB;Aeródromo;Fazenda Bacaba;Caseara;TO
-10,051111;-56,832222;Point;SWQW;Aeródromo;Fazenda Bacaeri;Alta Floresta;MT
-5,658333;-43,705556;Point;SSDI;Aeródromo;Fazenda Bacatuba;Buriti Bravo;MA
-8,382778;-46,442222;Point;SJFB;Aeródromo;Fazenda Bacuri;Riachão;MA
-17,974444;-50,318333;Point;SSTP;Aeródromo;Fazenda Baessa;Turvelândia;GO
-21,456389;-57,140278;Point;SSBU;Aeródromo;Fazenda Baguaçu - Miragem;Porto Murtinho;MS
-16,925833;-54,071389;Point;SIXU;Aeródromo;Fazenda Bahia;Pedra Preta;MT
-16,721111;-57,232222;Point;SNQR;Aeródromo;Fazenda Bahia - Don Bosco;Poconé;MT
-21,193889;-57,638333;Point;SDVQ;Aeródromo;Fazenda Baía das Conchas;Porto Murtinho;MS
-18,828889;-55,206667;Point;SWDQ;Aeródromo;Fazenda Baia Grande;Rio Verde de Mato Grosso;MS
-17,012778;-44,790278;Point;SITI;Aeródromo;Fazenda Baluarte;Lagoa dos Patos;MG
-22,000556;-50,597778;Point;SWQM;Aeródromo;Fazenda Bandeira;Tupã;SP
-22,608889;-53,447222;Point;SWDR;Aeródromo;Fazenda Bandeirantes;Taquarussu;MS
-14,347778;-56,948333;Point;SNFQ;Aeródromo;Fazenda Bandeirantes;Nova Marilândia;MT
-20,883333;-57,417778;Point;SDTR;Aeródromo;Fazenda Bandeirantes;Porto Murtinho;MS
-19,412222;-55,549722;Point;SJDX;Aeródromo;Fazenda Bandeirantes;Aquidauana;MS
-17,861944;-56,703056;Point;SJZD;Aeródromo;Fazenda Bandeiras;Corumbá;MS
-10,568611;-45,706389;Point;SWWB;Aeródromo;Fazenda Barcelona;Formosa do Rio Preto;BA
-20,810278;-48,222778;Point;SIYE;Aeródromo;Fazenda Barra do Agudo;Morro Agudo;SP
-15,428889;-54,735278;Point;SDNC;Aeródromo;Fazenda Barra do Cupim;Dom Aquino;MT
-6,416111;-52,380556;Point;SIXL;Aeródromo;Fazenda Barra do Triunfo;São Félix do Xingu;PA
-23,589167;-50,035556;Point;SDXO;Aeródromo;Fazenda Barra Grande;Tomazina;PR
-10,138333;-51,994167;Point;SDLD;Aeródromo;Fazenda Barra Grande;Confresa;MT
-14,049444;-60,151944;Point;SJJU;Aeródromo;Fazenda Barra Mansa;Nova Lacerda;MT
-19,577778;-56,152222;Point;SSOQ;Aeródromo;Fazenda Barranco Alto;Aquidauana;MS
-9,907222;-48,651667;Point;SNRW;Aeródromo;Fazenda Barreiro;Miracema do Tocantins;TO
-17,021944;-50,955278;Point;SJRR;Aeródromo;Fazenda Barreiro;Paraúna;GO
-20,348056;-48,775278;Point;SDWN;Aeródromo;Fazenda Barreiro Grande;Colômbia;SP
-13,708333;-46,743611;Point;SJGY;Aeródromo;Fazenda Barriguda;São Domingos;GO
-19,825278;-57,218056;Point;SIBP;Aeródromo;Fazenda Barro Preto;Corumbá;MS
-22,164722;-50,965000;Point;SJWB;Aeródromo;Fazenda Bartira;Rancharia;SP
-23,560278;-54,033889;Point;SSIF;Aeródromo;Fazenda Baunilha;Itaquiraí;MS
-21,071944;-52,104444;Point;SWTC;Aeródromo;Fazenda Beatriz;Brasilândia;MS
-5,297222;-35,536389;Point;SNZO;Aeródromo;Fazenda Bebida Velha;Touros;RN
-11,794167;-38,090833;Point;SJIU;Aeródromo;Fazenda Beija Flor;Esplanada;BA
-10,900833;-55,858333;Point;SWKV;Aeródromo;Fazenda Beira Rio;Itaúba;MT
-10,371111;-55,818611;Point;SWBT;Aeródromo;Fazenda Beira Rio;Nova Canaã do Norte;MT
-20,018611;-50,899167;Point;SJAR;Aeródromo;Fazenda Bela Manhã;Santa Clara d'Oeste;SP
-17,153611;-50,014444;Point;SWBY;Aeródromo;Fazenda Bela Vista;Indiara;GO
-20,388056;-53,373333;Point;SIQA;Aeródromo;Fazenda Bela Vista;Ribas do Rio Pardo;MS
-19,046111;-48,973056;Point;SNGK;Aeródromo;Fazenda Bela Vista;Monte Alegre de Minas;MG
-7,987500;-50,631667;Point;SNVA;Aeródromo;Fazenda Bela Vista;Cumaru do Norte;PA
-15,753333;-60,098889;Point;SWVV;Aeródromo;Fazenda Bela Vista;Vila Bela da Santíssima Trindade;MT
-10,055556;-56,991111;Point;SWHJ;Aeródromo;Fazenda Bela Vista;Nova Monte Verde;MT
-22,931111;-55,054444;Point;SJXV;Aeródromo;Fazenda Bela Vista;Amambai;MS
-21,448611;-54,488611;Point;SIBV;Aeródromo;Fazenda Bela Vista;Nova Alvorada do Sul;MS
-18,205278;-55,973333;Point;SINI;Aeródromo;Fazenda Bela Vista do Caronal;Corumbá;MS
-11,528889;-45,733611;Point;SILB;Aeródromo;Fazenda Belizário;Riachão das Neves;BA
-12,893611;-56,363889;Point;SJPW;Aeródromo;Fazenda Boa Esperança;Lucas do Rio Verde;MT
-10,005000;-49,491944;Point;SWBF;Aeródromo;Fazenda Boa Fortuna;Pium;TO
-11,301667;-48,678889;Point;SDCE;Aeródromo;Fazenda Boa Sorte;Aliança do Tocantins;TO
-20,913056;-55,013611;Point;SSBW;Aeródromo;Fazenda Boa Sorte;Sidrolândia;MS
-22,044722;-47,560000;Point;SSMV;Aeródromo;Fazenda Boa Vista;Pirassununga;SP
-23,636944;-55,184444;Point;SIMI;Aeródromo;Fazenda Boa Vista;Tacuru;MS
-19,435556;-55,062778;Point;SDXT;Aeródromo;Fazenda Boa Vista;Rio Negro;MS
-9,431944;-49,591111;Point;SNLZ;Aeródromo;Fazenda Boca da Mata;Divinópolis do Tocantins;TO
-20,766667;-56,707222;Point;SIEV;Aeródromo;Fazenda Boca da Onça;Bodoquena;MS
-18,465556;-56,763333;Point;SJZO;Aeródromo;Fazenda Boi Branco;Corumbá;MS
-4,569167;-47,471111;Point;SNHU;Aeródromo;Fazenda Bola Sete ;Itinga do Maranhão;MA
-22,936111;-44,098611;Point;SDCZ;Aeródromo;Fazenda Bom Jardim;Mangaratiba;RJ
-12,966389;-46,565278;Point;SWJM;Aeródromo;Fazenda Bom Jesus;Campos Belos;GO
-16,794167;-54,110000;Point;SIFJ;Aeródromo;Fazenda Bom Jesus;Pedra Preta;MT
-15,770833;-57,741111;Point;SSUK;Aeródromo;Fazenda Bom Jesus ;Lambari d'Oeste;MT
-15,538889;-51,017778;Point;SWMH;Aeródromo;Fazenda Bom Pastor;Itapirapuã;GO
-29,308056;-56,192778;Point;SJZQ;Aeródromo;Fazenda Bom Retiro;Itaqui;RS
-22,799167;-50,046111;Point;SIAR;Aeródromo;Fazenda Bom Retiro;Ibirarema;SP
-5,157222;-45,915556;Point;SIKN;Aeródromo;Fazenda Bonanza;Arame;MA
-22,155000;-49,287778;Point;SJEJ;Aeródromo;Fazenda Bonanza;Avaí;SP
-16,927500;-56,233056;Point;SIVV;Aeródromo;Fazenda Borereo;Barão de Melgaço;MT
-15,034167;-52,317222;Point;SSQS;Aeródromo;Fazenda Brasil;Barra do Garças;MT
-22,705000;-54,608333;Point;SSVD;Aeródromo;Fazenda Brasília do Sul;Juti;MS
-18,371667;-54,928889;Point;SJFN;Aeródromo;Fazenda Brasil Novo;Coxim;MS
-12,549444;-46,886667;Point;SDBZ;Aeródromo;Fazenda Brauna;Arraias;TO
-19,385556;-53,697500;Point;SSJJ;Aeródromo;Fazenda Brejon;Camapuã;MS
-12,827222;-46,251944;Point;SDRQ;Aeródromo;Fazenda Brinquinho;São Desidério;BA
-20,423056;-48,567222;Point;SDFB;Aeródromo;Fazenda Brumado;Barretos;SP
-9,284444;-51,751667;Point;SWYQ;Aeródromo;Fazenda Brusque;São Félix do Xingu;PA
-10,149722;-52,286944;Point;SSBQ;Aeródromo;Fazenda Brusque;Santa Cruz do Xingú;MT
-7,372222;-44,396111;Point;SJHF;Aeródromo;Fazenda Bunge;Uruçuí;PI
-15,465000;-55,622500;Point;SJTB;Aeródromo;Fazenda Buriti;Chapada dos Guimarães;MT
-20,480000;-50,187500;Point;SJNI;Aeródromo;Fazenda Buriti;Valentim Gentil;SP
-17,917222;-45,421111;Point;SDYI;Aeródromo;Fazenda Buritiz;São Gonçalo do Abaeté;MG
-12,901667;-45,500000;Point;SJGC;Aeródromo;Fazenda Busato I;São Desidério;BA
-21,294167;-55,823611;Point;SNHK;Aeródromo;Fazenda  Caacupê;Nioaque;MS
-21,614722;-54,796111;Point;SSCM;Aeródromo;Fazenda Caçadinha;Rio Brilhante;MS
-12,591111;-49,525000;Point;SJFK;Aeródromo;Fazenda Cachoeira;Araguaçu;TO
-20,759722;-55,571944;Point;SIIT;Aeródromo;Fazenda Cachoeira;Anastácio;MS
-14,565833;-57,778056;Point;SWTJ;Aeródromo;Fazenda Cachoeira;Tangará da Serra;MT
-19,698333;-53,081389;Point;SWQX;Aeródromo;Fazenda Cachoeira;Água Clara;MS
-17,389722;-45,093889;Point;SWKA;Aeródromo;Fazenda Cachoeira 2;Buritizeiro;MG
-8,780556;-50,968889;Point;SJYH;Aeródromo;Fazenda Cachoeira Alta;Santana do Araguaia;PA
-20,891111;-53,404167;Point;SIFN;Aeródromo;Fazenda Cachoeira Branca;Ribas do Rio Pardo;MS
-15,931111;-49,678333;Point;SNFB;Aeródromo;Fazenda Cachoeira do Bambuzal;Itaguari;GO
-11,273611;-45,613889;Point;SIZC;Aeródromo;Fazenda Cachoeira do Café;Formosa do Rio Preto;BA
-21,288333;-53,710556;Point;SINS;Aeródromo;Fazenda Cachoeira do Lontra;Campo Grande;MS
-21,597222;-53,225556;Point;SSCH;Aeródromo;Fazenda Cachoeirão;Nova Andradina;MS
-20,021389;-53,216111;Point;SJWW;Aeródromo;Fazenda Cachoeira Preta;Água Clara;MS
-19,358889;-47,128611;Point;SIOK;Aeródromo;Fazenda Cachoeirinha;Perdizes;MG
-22,438056;-55,231667;Point;SNWF;Aeródromo;Fazenda Cachoeirinha;Ponta Porã;MS
-20,043333;-51,474722;Point;SSOP;Aeródromo;Fazenda Cachoeirinha;Aparecida do Taboado;MS
-20,768611;-52,778611;Point;SJJB;Aeródromo;Fazenda Cacique;Brasilândia;MS
-24,070556;-46,828889;Point;SDCR;Aeródromo;Fazenda Caiçara;Itanhaém;SP
-4,238611;-48,476667;Point;SDXI;Aeródromo;Fazenda Cajueiro;Rondon do Pará;PA
-14,728333;-57,835278;Point;SJTG;Aeródromo;Fazenda Calcário Tangará;Tangará da Serra;MT
-18,035556;-55,716389;Point;SDSA;Aeródromo;Fazenda Califórnia;Corumbá;MS
-19,094167;-54,186667;Point;SIMS;Aeródromo;Fazenda Califórnia;Camapuã;MS
-9,737500;-51,497222;Point;SWCF;Aeródromo;Fazenda Califórnia;São Félix do Xingu;PA
-14,118056;-57,341111;Point;SNQI;Aeródromo;Fazenda Camagril Agropecuária;Diamantino;MT
-11,619444;-56,561389;Point;SIXB;Aeródromo;Fazenda Cambara;Porto dos Gaúchos;MT
-17,925000;-55,228611;Point;SILO;Aeródromo;Fazenda Cambará;Corumbá;MS
-22,670000;-54,322778;Point;SIJJ;Aeródromo;Fazenda Cambay;Juti;MS
-21,632778;-48,479444;Point;SDMY;Aeródromo;Fazenda Cambuhy;Matão;SP
-21,888056;-54,295278;Point;SSWR;Aeródromo;Fazenda Campana;Rio Brilhante;MS
-22,782222;-55,073611;Point;SDTD;Aeródromo;Fazenda Campanário;Laguna Carapã;MS
